site_id,slot,energy_wh_mean,energy_wh_median,cfp_g_mean,cfp_g_median,n_days
site_f5bcf8a88a,58,254.8198924852658,210.81484251018503,104.46336134577844,25.299424058973543,101
site_f5bcf8a88a,59,269.35721492994594,208.3848985649688,119.87674370091642,23.08442664907117,101
site_f5bcf8a88a,60,256.67016877975726,182.98888988133643,112.37530939144881,20.336057692500003,103
site_f5bcf8a88a,61,238.06210436294378,172.6063983780131,97.90216925128352,25.483996923993054,102
site_f5bcf8a88a,62,270.4731536486741,213.63645874719063,113.34244649739395,16.612748000000014,103
site_f5bcf8a88a,63,285.74423499925143,227.5584991319444,121.7177437047243,23.768858,101
site_f5bcf8a88a,64,249.0633705807172,198.90374652777774,101.16925594738801,25.777772929657527,100
site_f5bcf8a88a,65,240.2960562127246,197.70509418402779,97.61747561908604,24.833607655716143,100
site_f5bcf8a88a,66,236.56131240264685,180.3450694444445,97.38124103014029,22.389303406250008,101
site_f5bcf8a88a,67,238.2419687045192,186.01539713541672,93.24768119612368,20.887997453214542,102
site_f5bcf8a88a,68,264.8302334139734,206.51945429681456,113.9266416549563,28.165694773496803,102
site_f5bcf8a88a,69,255.36220101039115,188.2722734375,110.38517401244772,19.5075218545052,101
site_f5bcf8a88a,70,224.8554372325389,189.5226345486111,95.24742991167054,20.79242149788356,100
site_f5bcf8a88a,71,221.26916127775715,181.5586238888456,88.64652044898855,16.08107860969543,101
site_f5bcf8a88a,72,272.74804416680985,195.13831857638897,93.80330708808684,21.489772506564574,101
site_f5bcf8a88a,73,262.6159718942362,165.2973932291666,145.5127799128503,16.479744359374997,102
site_f5bcf8a88a,74,206.66408976582116,153.12089930555558,91.32904784451283,12.766665028333337,102
site_f5bcf8a88a,75,202.89525968426096,148.46598003472224,93.25711517702764,18.759575022387853,101
site_f5bcf8a88a,76,199.05742655622538,151.68475886010137,88.04021418149784,17.26520928371632,102
site_f5bcf8a88a,77,200.30479951889566,143.18686517802377,90.86658573114507,21.04933134886464,100
site_f5bcf8a88a,78,211.29610278179203,152.10106770833335,89.74491548025209,16.529385629290935,99
site_f5bcf8a88a,79,194.36881452245683,150.25364534230602,102.52984608156352,12.241074159435769,99
site_f5bcf8a88a,80,195.00810998289958,142.56216145833332,94.9199794191751,16.45095919041667,99
site_f5bcf8a88a,81,206.08344082456307,123.99575988088613,95.646340753381,12.634290650208335,101
