site_id,n_buckets_energy_pos,n_buckets_energy_zero,d0,d10,d20,d30,d40,d50,d60,d70,d80,d90,d100
site_ad3433ffac,9212,42,0.03359999999999606,0.03359999999999999,0.0336,0.033600000000000005,0.036,0.2940790543649429,0.6206655983601971,0.7411793979793688,0.8585342200076644,1.126139145713086,3.0000000000000053
site_e726c7cce5,9431,38,0.022337960281343598,0.0336,0.033600000000000005,0.036000000000000004,0.18054721545625432,0.24351375655664917,0.2952169221742906,0.34865143130238624,0.41955893517491727,0.5465959995749337,3.000000000000006
site_f5bcf8a88a,9474,66,0.02903999999999798,0.029039999999999993,0.02904,0.029040000000000007,0.029197714584025203,0.1767291830677977,0.4395198113765385,0.5320145461534186,0.6189806917921009,0.7239128142321897,3.000000000000009
